정렬순위,원본구분,원본No,업체명/사이트명,도메인,홈페이지URL,원본출처URL,확인한_매물페이지URL,매물수_추정,매물수_산정근거,응답방식,응답방식_근거,HTTP상태,Content-Type,페이지제목,매물페이지여부,페이지네이션_최대,첫페이지_노출매물수,크롤링_필요정보/전략,요청시도URL,원본_공식성등급,원본_사업품목,원본_대표전화,원본_검토메모,자동확인일
66,원본CSV,51,한양중기매매상사,kcmta.kr,https://kcmta.kr/2018_new/www/bbs/board.php?bo_table=board01&page=3&wr_id=86,https://kcmta.kr/2018_new/www/bbs/board.php?bo_table=board01&page=3&wr_id=86,http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=board03&me_code=3020,35,"페이지네이션 추정: page_max=7, first_page_visible=5",HTML 응답(스크립트 단서 있음),초기 HTML에 매물/목록 포함 + ajax/api 문자열 존재,200,text/html; charset=utf-8,KCMTA - 대한건설기계매매협회,Y,7,5,query_params=bo_table=board03&me_code=3020 | bo_table | requests+BeautifulSoup 가능,https://kcmta.kr/2018_new/www/bbs/board.php?bo_table=board01&page=3&wr_id=86 [200] || http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=board03&me_code=3020 [200] || http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=board01&me_code=3040 [200] || http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=file&me_code=3050 [200] || http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=board02 [200] || http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=news&me_code=3030 [200] || http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=unlawful&me_code=5020 [200] || http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=photo&me_code=5030 [200],B,믹서 등 건설기계 매매,031-761-6947,협회 페이지에서 대표/전화/휴대폰/팩스 확인. 주소·이메일은 추가 확인 필요.,2026-04-29
67,원본CSV,62,삼일중기,ty-heavyequipment.com,http://www.01032113211.com/,https://ty-heavyequipment.com/users/products/01032113211,https://ty-heavyequipment.com/taeyang_product_list/,15,페이지 표시 총건수: 매물 15개,HTML 응답(스크립트 단서 있음),초기 HTML에 매물/목록 포함 + ajax/api 문자열 존재,200,text/html; charset=UTF-8,전체매물 보기 – 중장비매매 태양중기매매상사,Y,152,171,requests+BeautifulSoup 가능,http://www.01032113211.com/ [500] || https://ty-heavyequipment.com/users/products/01032113211 [404] || https://ty-heavyequipment.com/taeyang_product_list/ [200] || https://ty-heavyequipment.com/%ea%b5%ac%ec%9d%b8%ea%b5%ac%ec%a7%81/ [200] || https://ty-heavyequipment.com/%ec%a3%bc%ec%9a%94%ec%84%9c%eb%a5%98/ [200] || https://ty-heavyequipment.com/%ec%82%ac%ec%9d%b4%ed%8a%b8qna/ [200] || https://ty-heavyequipment.com/mypage-advertisement-guide/ [200] || https://ty-heavyequipment.com/registration/ [200] || https://ty-heavyequipment.com/%ed%9a%8c%ec%82%ac%ec%86%8c%ea%b0%9c/ [200],B-,굴삭기/건설기계 매매,,마켓 판매자 프로필 기반. 기존 “삼일건설기계매매상사”와 동일 여부는 별도 확인 필요.,2026-04-29
68,원본CSV,53,가야건설기계,machineyh.co.kr,http://smartstore.naver.com/gayalift,https://www.machineyh.co.kr/virtual/gaya/product/?bcate=2&scate=458,https://www.machineyh.co.kr/virtual/gaya/product/?bcate=2&scate=458,12,"노출 매물 상세링크 수=12, price_hits=7, year_hits=3",HTML 응답,초기 HTML 본문에서 확인,200,text/html; charset=utf-8,가야건설기계 - 기계연합 판매업체샵,Y,,12,query_params=bcate=2&scate=458 | requests+BeautifulSoup 가능,http://smartstore.naver.com/gayalift [429] || https://www.machineyh.co.kr/virtual/gaya/product/?bcate=2&scate=458 [200] || https://www.machineyh.co.kr/virtual/gaya/product/ [200] || https://www.machineyh.co.kr/virtual/gaya/product/?bcate=2&scate=277 [200] || https://www.machineyh.co.kr/virtual/gaya/product/?bcate=2&scate=181 [200] || https://www.machineyh.co.kr/virtual/gaya/product/?bcate=4&scate=265 [200] || https://www.machineyh.co.kr/virtual/gaya/product/?bcate=4&scate=108 [200] || http://www.machineyh.co.kr [200],B,지게차/지게차덧발/중고지게차,010-2053-4327,기계연합 판매업체샵 하단 회사정보에서 담당자·사업자번호·대표전화·이메일 확인.,2026-04-29
69,원본CSV,45,중기쟁이중공업,machineyh.co.kr,https://www.machineyh.co.kr/,https://www.machineyh.co.kr/,https://www.machineyh.co.kr/virtual/sie8197/,9,"노출 매물 상세링크 수=9, price_hits=5, year_hits=13",HTML 응답,초기 HTML 본문에서 확인,200,text/html; charset=utf-8,(주)에스아이 이큅먼트 - 기계연합 판매업체샵,Y,,9,requests+BeautifulSoup 가능,https://www.machineyh.co.kr/ [200] || https://www.machineyh.co.kr/virtual/sie8197/ [200] || https://www.machineyh.co.kr/virtual/Jinhan1029/ [200] || https://www.machineyh.co.kr/yh/prod/prod_list.php?bcate=4&scate=283 [200] || https://machineyh.co.kr/yh/prod/prod_view.php?page=1&bcate=&scate=&stype=&area=&uid=264028&search_group=&search_global_text=264028 [200] || https://machineyh.co.kr/yh/prod/prod_view.php?page=1&bcate=&scate=&stype=&area=&uid=205105&search_group=&search_global_text=205105 [200] || https://www.machineyh.co.kr/yh/prod/prod_view.php?page=1&bcate=&scate=&stype=&area=&uid=255226&search_group=&search_global_text=255226 [200] || https://machineyh.co.kr/yh/prod/prod_view.php?page=1&bcate=&scate=&stype=&area=&uid=259350&search_group=&search_global_text=259350 [200],B-,굴삭기/건설중장비공구/부품 등,0504-1383-6967,상호명에 중기 포함. 매매상사보다는 제조/부품 성격의 보조 타겟.,2026-04-29
70,원본CSV,13,래드중기,machineyh.co.kr,http://blog.naver.com/cacheru,https://www.machineyh.co.kr/virtual/cacheru/company/info/,https://www.machineyh.co.kr/virtual/cacheru/product/?bcate=4&scate=283,8,"노출 매물 상세링크 수=8, price_hits=5, year_hits=8",HTML 응답,초기 HTML 본문에서 확인,200,text/html; charset=utf-8,래드중기 - 기계연합 판매업체샵,Y,,8,query_params=bcate=4&scate=283 | requests+BeautifulSoup 가능,http://blog.naver.com/cacheru [200] || https://www.machineyh.co.kr/virtual/cacheru/company/info/ [200] || https://www.machineyh.co.kr/virtual/cacheru/product/?bcate=4&scate=283 [200] || https://www.machineyh.co.kr/virtual/cacheru/product/ [200] || https://www.machineyh.co.kr/virtual/cacheru/product/?bcate=2&scate=177 [200] || https://www.machineyh.co.kr/virtual/cacheru/product/?bcate=4&scate=102 [200] || https://www.machineyh.co.kr/virtual/cacheru/product/?bcate=4&scate=390 [200] || https://www.machineyh.co.kr/virtual/cacheru/product/?bcate=4&scate=108 [200] || https://www.machineyh.co.kr/virtual/cacheru/product/?bcate=4&scate=249 [200],B,"건설기계, 중장비, 토목기계, 굴삭기, 노면파쇄기, 모래선별기, 불도저, 덤프트럭, 지게차 매매",010-6422-7772,기계연합/비즈다아라 노출정보 기준. 주소 표기가 출처별로 달라 병기.,2026-04-29
71,원본CSV,4,백두중장비 매매상사,backdoo1544.com,https://backdoo1544.com/,https://backdoo1544.com/,https://backdoo1544.com/,7,"노출 매물 상세링크 수=7, price_hits=0, year_hits=0",HTML 응답,초기 HTML 본문에서 확인,200,text/html; charset=utf-8,,Y,,7,requests+BeautifulSoup 가능,https://backdoo1544.com/ [200],A-,"굴삭기, 덤프트럭, 지게차, 로더 등 중장비 매매",010-4891-3400,공식 사이트 하단의 연락처/사업자번호/주소 확인. 이메일은 미확인.,2026-04-29
72,원본CSV,10,미니중기매매상사,machineyh.co.kr,http://whrnjsdlf.machineyh.co.kr/,https://www.machineyh.co.kr/virtual/whrnjsdlf/company/notice/,https://www.machineyh.co.kr/virtual/whrnjsdlf/product/,5,"노출 매물 상세링크 수=5, price_hits=4, year_hits=4",HTML 응답,초기 HTML 본문에서 확인,200,text/html; charset=utf-8,미니중기매매상사 - 기계연합 판매업체샵,Y,,5,requests+BeautifulSoup 가능,http://whrnjsdlf.machineyh.co.kr/ [200] || https://www.machineyh.co.kr/virtual/whrnjsdlf/company/notice/ [200] || https://www.machineyh.co.kr/virtual/whrnjsdlf/product/ [200] || https://www.machineyh.co.kr/virtual/whrnjsdlf/product/?bcate=2&scate=458 [200] || http://www.machineyh.co.kr [200] || https://www.machineyh.co.kr/yh/mypg/shop_company.php [200],B,중장비/건설기계 매매,010-5389-0003,기계연합 업체페이지의 대표자/사업자번호/대표전화/이메일 기준.,2026-04-29
73,원본CSV,28,(주)수완지게차,blog.daara.co.kr,https://blog.daara.co.kr/company.html?cid=koje2979,https://blog.daara.co.kr/company.html?cid=koje2979,https://blog.daara.co.kr/sell_list.html?cid=koje2979,3,다아라 제품리스트 행 수=3,HTML 응답(스크립트 단서 있음),초기 HTML에 매물/목록 포함 + ajax/api 문자열 존재,200,text/html;charset=utf-8,(주)수완지게차 - (주)수완지게차,Y,1,3,query_params=cid=koje2979 | cid | requests+BeautifulSoup 가능,https://blog.daara.co.kr/company.html?cid=koje2979 [200] || https://blog.daara.co.kr/sell_list.html?cid=koje2979 [200] || https://blog.daara.co.kr/koje2979 [200],B-,"지게차, 건설중장비공구, 기타건설중장비",062-961-2979,지게차/건설중장비 관련 보조 타겟.,2026-04-29
74,원본CSV,16,삼양중기,syhmco.bizdaara.com,https://syhmco.bizdaara.com/syhmco,https://syhmco.bizdaara.com/syhmco,https://syhmco.bizdaara.com/sell_list.html?cid=syhmco,3,다아라 제품리스트 행 수=3,HTML 응답(스크립트 단서 있음),초기 HTML에 매물/목록 포함 + ajax/api 문자열 존재,200,text/html;charset=utf-8,삼양중기 - 삼양중기,Y,1,3,query_params=cid=syhmco | cid | requests+BeautifulSoup 가능,https://syhmco.bizdaara.com/syhmco [200] || https://syhmco.bizdaara.com/sell_list.html?cid=syhmco [200] || https://syhmco.bizdaara.com/sell_best_list.html?cid=syhmco [200] || https://syhmco.bizdaara.com/sell_view.html?no=75315&cid=syhmco&page=&search=&key= [200] || https://syhmco.bizdaara.com/sell_view.html?no=75314&cid=syhmco&page=&search=&key= [200] || https://syhmco.bizdaara.com/sell_view.html?no=75313&cid=syhmco&page=&search=&key= [200] || https://syhmco.bizdaara.com/sell_view.html?cid=syhmco&no=75315&bc=18&mc=04&page=1&search=&key=&url=/syhmco [200] || https://syhmco.bizdaara.com/sell_view.html?cid=syhmco&no=75314&bc=01&mc=04&page=1&search=&key=&url=/syhmco [200],B-,중기/기계 관련,032-340-8114,상호명 관련키워드 포함. 매매상사 직접 키워드는 아니므로 보조 타겟.,2026-04-29
75,원본CSV,25,오피맨,blog.daara.co.kr,https://blog.daara.co.kr/company.html?cid=opmen,https://blog.daara.co.kr/company.html?cid=opmen,https://blog.daara.co.kr/sell_list.html?cid=opmen,3,다아라 제품리스트 행 수=3,HTML 응답(스크립트 단서 있음),초기 HTML에 매물/목록 포함 + ajax/api 문자열 존재,200,text/html;charset=utf-8,오피맨 - 오피맨,Y,1,3,query_params=cid=opmen | cid | requests+BeautifulSoup 가능,https://blog.daara.co.kr/company.html?cid=opmen [200] || https://blog.daara.co.kr/sell_list.html?cid=opmen [200] || https://blog.daara.co.kr/sell_best_list.html?cid=opmen [200],B-,"중장비정비, 부품, 매매",1544-4392,중장비 매매 관련 보조 타겟. 상호명에는 핵심 키워드 미포함.,2026-04-29
76,원본CSV,54,올투건설기계,blog.daara.co.kr,https://blog.daara.co.kr/company.html?cid=alltoinc,https://blog.daara.co.kr/company.html?cid=alltoinc,https://blog.daara.co.kr/sell_list.html?cid=alltoinc,3,다아라 제품리스트 행 수=3,HTML 응답(스크립트 단서 있음),초기 HTML에 매물/목록 포함 + ajax/api 문자열 존재,200,text/html;charset=utf-8,'올투건설기계' - 올투건설기계,Y,1,3,query_params=cid=alltoinc | cid | requests+BeautifulSoup 가능,https://blog.daara.co.kr/company.html?cid=alltoinc [200] || https://blog.daara.co.kr/sell_list.html?cid=alltoinc [200] || https://blog.daara.co.kr/sell_best_list.html?cid=alltoinc [200] || https://blog.daara.co.kr/alltoinc [200],B,건설중장비공구/부품,031-402-1558,다아라 업체 페이지에서 대표자·사업자번호·전화·이메일 확인.,2026-04-29
77,원본CSV,57,재원상사,blog.daara.co.kr,https://blog.daara.co.kr/company.html?cid=y11370,https://blog.daara.co.kr/company.html?cid=y11370,https://blog.daara.co.kr/sell_list.html?cid=y11370,3,다아라 제품리스트 행 수=3,HTML 응답(스크립트 단서 있음),초기 HTML에 매물/목록 포함 + ajax/api 문자열 존재,200,text/html;charset=utf-8,재원상사 - 재원상사,Y,1,3,query_params=cid=y11370 | cid | requests+BeautifulSoup 가능,https://blog.daara.co.kr/company.html?cid=y11370 [200] || https://blog.daara.co.kr/sell_list.html?cid=y11370 [200] || https://blog.daara.co.kr/sell_best_list.html?cid=y11370 [200],B,발전기·공구·소형 장비 판매/임대/중고매매,033-748-9797,상호명 직접키워드는 약하지만 중고매매·임대 취급으로 3순위 편입.,2026-04-29
78,원본CSV,17,한진중기상사,blog.daara.co.kr,https://blog.daara.co.kr/company.html?cid=hjkjs1,https://blog.daara.co.kr/company.html?cid=hjkjs1,https://blog.daara.co.kr/sell_list.html?cid=hjkjs1,3,다아라 제품리스트 행 수=3,HTML 응답(스크립트 단서 있음),초기 HTML에 매물/목록 포함 + ajax/api 문자열 존재,200,text/html;charset=utf-8,'한진중기상사' - 한진중기상사,Y,1,3,query_params=cid=hjkjs1 | cid | requests+BeautifulSoup 가능,https://blog.daara.co.kr/company.html?cid=hjkjs1 [200] || https://blog.daara.co.kr/sell_list.html?cid=hjkjs1 [200],B-,중기상사/건설기계 관련,053-592-0900,다아라 회사소개/판매자 정보의 대표자/주소/사업자번호/전화/이메일 기준. 부품/펌프카 성격의 보조 타겟.,2026-04-29
79,원본CSV,60,형제중기,blog.daara.co.kr,http://www.brotherlift.com,https://blog.daara.co.kr/company.html?cid=brlift,https://blog.daara.co.kr/sell_list.html?cid=brlift,3,다아라 제품리스트 행 수=3,HTML 응답(스크립트 단서 있음),초기 HTML에 매물/목록 포함 + ajax/api 문자열 존재,200,text/html;charset=utf-8,중고지게차 / 지게차렌탈 제품전시장 - 형제중기,Y,1,3,query_params=cid=brlift | cid | requests+BeautifulSoup 가능,http://www.brotherlift.com [200] || https://blog.daara.co.kr/company.html?cid=brlift [200] || https://blog.daara.co.kr/brlift [200] || https://blog.daara.co.kr/sell_list.html?cid=brlift [200] || https://blog.daara.co.kr/sell_best_list.html?cid=brlift [200],B,중고지게차 렌탈·매입·정비·매매,031-529-6639,다아라 페이지에서 대표자·사업자번호·전화·이메일 확인.,2026-04-29
80,원본CSV,23,우리중기(주),blog.daara.co.kr,https://blog.daara.co.kr/company.html?cid=wr9621,https://blog.daara.co.kr/company.html?cid=wr9621,https://blog.daara.co.kr/sell_list.html?cid=wr9621,2,다아라 제품리스트 행 수=2,HTML 응답(스크립트 단서 있음),초기 HTML에 매물/목록 포함 + ajax/api 문자열 존재,200,text/html;charset=utf-8,우리중기(주) 건설기계 종합렌탈 회사 제품전시장(☎011-215-9621) - 우리중기(주),Y,1,2,query_params=cid=wr9621 | cid | requests+BeautifulSoup 가능,https://blog.daara.co.kr/company.html?cid=wr9621 [200] || https://blog.daara.co.kr/sell_list.html?cid=wr9621 [200],B,"굴삭기, 디젤지게차, 로우더, 대형지게차 매매·임대·수리",02-2605-3800,다아라 회사소개 페이지 기준.,2026-04-29
81,원본CSV,9,삼일건설기계매매상사,blog.daara.co.kr,https://blog.daara.co.kr/m/company.html?cid=pco1009,https://blog.daara.co.kr/m/company.html?cid=pco1009,https://blog.daara.co.kr/m/board.php?cid=pco1009&seq=2731&chk=view&table_type=bbs,1,페이지 표시 총건수: 총 1 건,HTML 응답(스크립트 단서 있음),초기 HTML에 매물/목록 포함 + ajax/api 문자열 존재,200,text/html;charset=utf-8,삼일건설기계매매상사,Y,,0,query_params=cid=pco1009&seq=2731&chk=view&table_type=bbs | cid | requests+BeautifulSoup 가능,https://blog.daara.co.kr/m/company.html?cid=pco1009 [200] || https://blog.daara.co.kr/m/sell_list.html?cid=pco1009 [200] || https://blog.daara.co.kr/m/board.php?cid=pco1009&seq=2731&chk=view&table_type=bbs [200] || https://blog.daara.co.kr/m/pco1009 [200] || https://blog.daara.co.kr/m/index.html?cid=pco1009 [200],B,"전동지게차, 굴삭기, 덤프트럭, 디젤지게차",0504-3104-4330,다아라 기계장터 회사소개 페이지의 대표자/연락처/이메일 정보 기준.,2026-04-29
82,웹추가,WEB-2,Backhoe.kr 사용장비 거래,backhoe.kr,https://www.backhoe.kr/,https://www.backhoe.kr/,https://www.backhoe.kr/equipment,1,페이지 표시 총건수: 총 1 개,HTML 응답,초기 HTML 본문에서 확인,200,text/html; charset=utf-8,사용장비 거래 | Backhoe.kr,Y,,1,requests+BeautifulSoup 가능,https://www.backhoe.kr/ [200] || https://www.backhoe.kr/equipment [200] || https://www.backhoe.kr/manufacturers [200],,,,"검색 결과: 굴삭기 산업 포털, 사용장비 거래 메뉴",2026-04-29
83,원본CSV,26,(주)태평,blog.daara.co.kr,https://blog.daara.co.kr/company.html?cid=lhm206,https://blog.daara.co.kr/company.html?cid=lhm206,https://blog.daara.co.kr/sell_list.html?cid=lhm206,0,매물 패턴 미검출,HTML+API호출 단서,fetch/ajax/api 문자열 탐지,200,text/html;charset=utf-8,'(주)태평' - (주)태평,추정,,0,query_params=cid=lhm206 | cid | 스크립트/API 엔드포인트 확인 필요,https://blog.daara.co.kr/company.html?cid=lhm206 [200] || https://blog.daara.co.kr/sell_list.html?cid=lhm206 [200] || https://blog.daara.co.kr/lhm206 [200] || https://blog.daara.co.kr/ajax/wish_com.php?cid=lhm206 [404] || https://blog.daara.co.kr/qna.php?cid=lhm206 [200],B-,"크러셔, 선별기, 스크린, 콘베어 등 건설기계 매매 및 임대",031-997-6048,건설기계 매매 및 임대 서비스로 보조 타겟.,2026-04-29
84,원본CSV,27,E&G SYSTEMS(이엔지시스템),blog.daara.co.kr,https://blog.daara.co.kr/company.html?cid=58239lee,https://blog.daara.co.kr/company.html?cid=58239lee,https://blog.daara.co.kr/sell_list.html?cid=58239lee,0,매물 패턴 미검출,HTML+API호출 단서,fetch/ajax/api 문자열 탐지,200,text/html;charset=utf-8,E&G SYSTEMS(이엔지시스템) - E&G SYSTEMS(이엔지시스템),추정,,0,query_params=cid=58239lee | cid | 스크립트/API 엔드포인트 확인 필요,https://blog.daara.co.kr/company.html?cid=58239lee [200] || https://blog.daara.co.kr/sell_list.html?cid=58239lee [200],B-,"건설기계, 중장비, 발전기 등 매매/수출/중계/무역",02-2636-3467,중장비/건설기계 매매·무역 보조 타겟. 사업자번호 미확인.,2026-04-29
85,원본CSV,46,KB TECH,kbtech.bizdaara.com,https://kbtech.bizdaara.com/,https://kbtech.bizdaara.com/,https://kbtech.bizdaara.com/sell_list.html?cid=kbtech,0,매물 패턴 미검출,HTML+API호출 단서,fetch/ajax/api 문자열 탐지,200,text/html;charset=utf-8,KB TECH - KB TECH,추정,,0,query_params=cid=kbtech | cid | 스크립트/API 엔드포인트 확인 필요,https://kbtech.bizdaara.com/ [200] || https://kbtech.bizdaara.com/sell_list.html?cid=kbtech [200],B-,"굴삭기, 건설중장비공구, 부품",010-6209-2629,비즈다아라 업체페이지 검색 노출정보 기준. 장비/부품 관련 보조 타겟.,2026-04-29
86,원본CSV,11,금강종합건설기계,blog.daara.co.kr,https://blog.daara.co.kr/company.html?cid=3827777,https://blog.daara.co.kr/company.html?cid=3827777,https://blog.daara.co.kr/sell_list.html?cid=3827777,0,매물 패턴 미검출,HTML+API호출 단서,fetch/ajax/api 문자열 탐지,200,text/html;charset=utf-8,금강종합건설기계 - 금강종합건설기계,추정,,0,query_params=cid=3827777 | cid | 스크립트/API 엔드포인트 확인 필요,https://blog.daara.co.kr/company.html?cid=3827777 [200] || https://blog.daara.co.kr/sell_list.html?cid=3827777 [200],B,"굴삭기, 덤프트럭, 도로포장장비, 지게차, 로우더, 믹서트럭, 불도저, 크레인, 펌프카 등",053-382-7777,다아라 회사소개와 자체 검색 노출정보에서 동일한 대표자/사업자번호/이메일 확인.,2026-04-29
87,원본CSV,22,남현건설기계매매상사,blog.daara.co.kr,https://blog.daara.co.kr/company.html?cid=moo6729,https://blog.daara.co.kr/company.html?cid=moo6729,https://blog.daara.co.kr/sell_list.html?cid=moo6729,0,매물 패턴 미검출,HTML+API호출 단서,fetch/ajax/api 문자열 탐지,200,text/html;charset=utf-8,남현건설기계 - 남현건설기계매매상사,추정,,0,query_params=cid=moo6729 | cid | 스크립트/API 엔드포인트 확인 필요,https://blog.daara.co.kr/company.html?cid=moo6729 [200] || https://blog.daara.co.kr/sell_list.html?cid=moo6729 [200] || https://blog.daara.co.kr/moo6729 [200],B,로우더 매매/임대,051-293-2627,다아라 회사소개 페이지 기준. 사업장/주기장 표기 병행.,2026-04-29
88,원본CSV,55,대광건설기계 이재용,blog.daara.co.kr,https://blog.daara.co.kr/company.html?cid=4040277qaz,https://blog.daara.co.kr/company.html?cid=4040277qaz,https://blog.daara.co.kr/sell_list.html?cid=4040277qaz,0,매물 패턴 미검출,HTML+API호출 단서,fetch/ajax/api 문자열 탐지,200,text/html;charset=utf-8,대광건설기계 이재용 - 대광건설기계 이재용,추정,,0,query_params=cid=4040277qaz | cid | 스크립트/API 엔드포인트 확인 필요,https://blog.daara.co.kr/company.html?cid=4040277qaz [200] || https://blog.daara.co.kr/sell_list.html?cid=4040277qaz [200] || https://blog.daara.co.kr/4040277qaz [200],B,"건설중장비공구/부품, 도로포장장비 등",031-404-0277,다아라 업체 페이지에서 대표자·사업자번호·전화·이메일 확인.,2026-04-29
89,원본CSV,21,대진건설기계 매매상사,blog.daara.co.kr,https://blog.daara.co.kr/company.html?cid=eowlswndrl,https://blog.daara.co.kr/company.html?cid=eowlswndrl,https://blog.daara.co.kr/sell_list.html?cid=eowlswndrl,0,매물 패턴 미검출,HTML+API호출 단서,fetch/ajax/api 문자열 탐지,200,text/html;charset=utf-8,대진건설기계매매상사 - 대진건설기계 매매상사,추정,,0,query_params=cid=eowlswndrl | cid | 스크립트/API 엔드포인트 확인 필요,https://blog.daara.co.kr/company.html?cid=eowlswndrl [200] || https://blog.daara.co.kr/sell_list.html?cid=eowlswndrl [200] || https://blog.daara.co.kr/eowlswndrl [200],B,건설기계 매매,054-337-2341,다아라 회사소개 페이지 기준.,2026-04-29
90,원본CSV,19,리더스건기,blog.daara.co.kr,https://blog.daara.co.kr/company.html?cid=ls4989,https://blog.daara.co.kr/company.html?cid=ls4989,https://blog.daara.co.kr/sell_list.html?cid=ls4989,0,매물 패턴 미검출,HTML+API호출 단서,fetch/ajax/api 문자열 탐지,200,text/html;charset=utf-8,리더스건기 - 리더스건기,추정,,0,query_params=cid=ls4989 | cid | 스크립트/API 엔드포인트 확인 필요,https://blog.daara.co.kr/company.html?cid=ls4989 [200] || https://blog.daara.co.kr/sell_list.html?cid=ls4989 [200],B,건설기계/중장비 매매,032-562-1519,다아라 회사소개 페이지 기준.,2026-04-29
91,원본CSV,20,백광건설기계매매상사,blog.daara.co.kr,https://blog.daara.co.kr/company.html?cid=bk9200,https://blog.daara.co.kr/company.html?cid=bk9200,https://blog.daara.co.kr/sell_list.html?cid=bk9200,0,매물 패턴 미검출,HTML+API호출 단서,fetch/ajax/api 문자열 탐지,200,text/html;charset=utf-8,백광건설기계매매상사 - 백광건설기계매매상사,추정,,0,query_params=cid=bk9200 | cid | 스크립트/API 엔드포인트 확인 필요,https://blog.daara.co.kr/company.html?cid=bk9200 [200] || https://blog.daara.co.kr/sell_list.html?cid=bk9200 [200] || https://blog.daara.co.kr/bk9200 [200],B,건설기계 매매,055-366-8026,다아라 회사소개 페이지 기준.,2026-04-29
92,원본CSV,119,서림종합상사,blog.daara.co.kr,https://blog.daara.co.kr/company.html?cid=shinje27,https://blog.daara.co.kr/company.html?cid=shinje27,https://blog.daara.co.kr/sell_list.html?cid=shinje27,0,매물 패턴 미검출,HTML+API호출 단서,fetch/ajax/api 문자열 탐지,200,text/html;charset=utf-8,'두순통상' - 서림종합상사,추정,,0,query_params=cid=shinje27 | cid | 스크립트/API 엔드포인트 확인 필요,https://blog.daara.co.kr/company.html?cid=shinje27 [200] || https://blog.daara.co.kr/sell_list.html?cid=shinje27 [200],B,일본산 전동지게차 및 건설중장비 도매/수입대행,051-972-0676,상호명 직매칭은 아니지만 건설중장비/지게차 도매 전문으로 3순위 포함.,2026-04-29
93,원본CSV,18,성수건설기계매매상사,blog.daara.co.kr,https://blog.daara.co.kr/company.html?cid=tjdtn2177,https://blog.daara.co.kr/company.html?cid=tjdtn2177,https://blog.daara.co.kr/sell_list.html?cid=tjdtn2177,0,매물 패턴 미검출,HTML+API호출 단서,fetch/ajax/api 문자열 탐지,200,text/html;charset=utf-8,성수건설기계매매상사 - 성수건설기계매매상사,추정,,0,query_params=cid=tjdtn2177 | cid | 스크립트/API 엔드포인트 확인 필요,https://blog.daara.co.kr/company.html?cid=tjdtn2177 [200] || https://blog.daara.co.kr/sell_list.html?cid=tjdtn2177 [200] || https://blog.daara.co.kr/tjdtn2177 [200],B,"굴삭기, 덤프트럭, 도로포장장비, 지게차, 로우더, 믹서트럭, 불도저, 집게차, 크레인/카고크레인, 펌프카",062-959-2177,다아라 회사소개 페이지의 전화/이메일/취급품목 기준. 사업자번호 미기재.,2026-04-29
94,원본CSV,120,세기무역,blog.daara.co.kr,http://www.sekijk.com,https://blog.daara.co.kr/company.html?cid=dbwlswlsaks,https://blog.daara.co.kr/sell_list.html?cid=dbwlswlsaks,0,매물 패턴 미검출,HTML+API호출 단서,fetch/ajax/api 문자열 탐지,200,text/html;charset=utf-8,세기무역 - 세기무역,추정,,0,query_params=cid=dbwlswlsaks | cid | 스크립트/API 엔드포인트 확인 필요,http://www.sekijk.com [200] || https://blog.daara.co.kr/company.html?cid=dbwlswlsaks [200] || https://blog.daara.co.kr/sell_list.html?cid=dbwlswlsaks [200],B,"전동/디젤/LPG 지게차, 리프트, 도소매·매입·수입·수출·임대·렌탈·수리",031-319-8777,상호명은 직접키워드가 약하지만 인사말에 “세기중기”로 표기되어 후보 포함.,2026-04-29
95,원본CSV,15,세종종합중기,doodl235.bizdaara.com,https://doodl235.bizdaara.com/,https://doodl235.bizdaara.com/,https://doodl235.bizdaara.com/sell_list.html?cid=doodl235,0,매물 패턴 미검출,HTML+API호출 단서,fetch/ajax/api 문자열 탐지,200,text/html;charset=utf-8,제품소개 - 세종종합중기 제품전시장,추정,1,0,query_params=cid=doodl235 | cid | 스크립트/API 엔드포인트 확인 필요,https://doodl235.bizdaara.com/ [200] || https://doodl235.bizdaara.com/sell_list.html?cid=doodl235 [200],B,중장비/건설기계 매매,010-2305-3133,비즈다아라 업체페이지 검색 노출정보 기준.,2026-04-29
96,원본CSV,52,신라종합건기(주),blog.daara.co.kr,https://blog.daara.co.kr/company.html?cid=jumping098,https://blog.daara.co.kr/company.html?cid=jumping098,https://blog.daara.co.kr/sell_list.html?cid=jumping098,0,매물 패턴 미검출,HTML+API호출 단서,fetch/ajax/api 문자열 탐지,200,text/html;charset=utf-8,'신라종합건기(주)' - 신라종합건기(주),추정,,0,query_params=cid=jumping098 | cid | 스크립트/API 엔드포인트 확인 필요,https://blog.daara.co.kr/company.html?cid=jumping098 [200] || https://blog.daara.co.kr/sell_list.html?cid=jumping098 [200],B,중고굴삭기 매매·임대·수리·수출·폐차,02-126-4584,업체 인사말/찾아오시는 길에서 대표자·사업자번호·전화·이메일 확인.,2026-04-29
